Text Instruction,Label
"Observe and identify and analyze the dysplasia, noting key features.",Both
Find out if there are {obj}s or not. Locate them if there is any present. the mitosis and label it properly.,Both
Identify the cell detection.,Segmentation
"This image contains a atypia, delimit it.",Segmentation
"This image contains a necrosis, spot it.",Segmentation
"Please detect and classify the mitotic figures, we need the data.",Both
Evaluate and highlight the tumor budding to improve detection.,Classification
"Find, then locate and check the er negative for classification.",Both
"This image contains a metastasis, detect and classify it.",Both
Scan the image and sketch the signet ring cells accurately.,Segmentation
"Observe and find out the lymphocytic infiltrate, noting key features.",Classification
Determine the exact location of the hypertrophy in the given scene.,Classification
Analyze the image and identify and analyze where the gangrenous necrosis is.,Both
Analyze the image and inspect where the granulation tissue is.,Classification
"Please is there any {obj} in the region? if yes, mark out. the necrosis, we need the data.",Both
"Is there any {obj} in the region? If yes, mark out. the mitosis.",Both
"Please detect the granulation tissue, we need the data.",Segmentation
"Please diagnose the hyperplasia, we need the data.",Classification
"Find, then identify and analyze the hemorrhage for classification.",Both
We need to detect the fibrinoid necrosis for further analysis.,Segmentation
Map where the atrophy is located in this image.,Segmentation
Analyze the image and diagnose where the granulation tissue is.,Classification
Encircle and highlight the hemorrhage to improve detection.,Segmentation
Your objective is to verify the atrophy efficiently.,Classification
Confirm the exact location of the pleomorphism in the given scene.,Classification
Determine and determine the correct boundaries of the cytoplasmic atypia.,Classification
"Your task is to sketch the lymphocytic infiltrate, can you do it?",Segmentation
"Your task is to find out if there are {obj}s or not. locate them if there is any present. the neutrophilic infiltrate, can you do it?",Both
"Is there any mitotic figures in the region? If yes, mark out.",Both
Identify and analyze the exact location of the fibrinoid necrosis in the given scene.,Both
Can you evaluate the er positive in this picture?,Classification
Can you mark the signet ring cells in this picture?,Segmentation
"Is there any {obj} in the region? If yes, mark out. and determine the correct boundaries of the hyalinization.",Both
"Categorize and indicate the gangrenous necrosis, making it clearer.",Classification
"Help us identify and analyze the fibrosis, it's important.",Both
Verify and highlight the nontumor to improve detection.,Classification
Detect and classify the area containing the sheets with precision.,Both
Scan the image and locate and check the atrophy accurately.,Both
Find out if there are {obj}s or not. Locate them if there is any present. and highlight the metaplasia to improve detection.,Both
"Find, then encircle the fibrosis for classification.",Segmentation
"Find, then evaluate the er positive for classification.",Classification
Your objective is to separate the hemorrhage efficiently.,Segmentation
Outline and determine the correct boundaries of the metastasis.,Segmentation
Recognize and highlight the sheets to improve detection.,Classification
"Please identify the er negative, we need the data.",Segmentation
"Help us inspect the fibrosis, it's important.",Classification
Draw boundary the area containing the dysplasia with precision.,Segmentation
"Is there any atrophy in the region? If yes, mark out.",Segmentation
Recognize the invasive carcinoma.,Classification
Observe and determine the correct boundaries of the desmoplasianuclear atypia.,Classification
Your objective is to find out if there are {obj}s or not. locate them if there is any present. the er positive efficiently.,Both
"This image contains a ulcer, mark it.",Segmentation
"Your task is to sketch the tissue, can you do it?",Segmentation
Analyze the image and inspect where the tumor is.,Classification
Distinguish and highlight the area containing the necrosis with precision.,Both
"Is there any {obj} in the region? If yes, mark out. and determine the correct boundaries of the clear cells.",Both
Diagnose where the granulation tissue is located in this image.,Classification
Evaluate the pleomorphism.,Classification
"Your task is to analyze the tubules, can you do it?",Classification
Distinguish and determine the correct boundaries of the gangrenous necrosis.,Classification
We need to recognize the tumor necrosis for further analysis.,Classification
Scan the image and delimit the tumor necrosis accurately.,Segmentation
